OrderLineID,TransactionID,ProductID,Quantity,UnitPrice,Discount,LineTotal
"OL-2742","TRN-10091","C303","3","60","0.1","162"
"OL-2743","TRN-10091","P102","2","80","0.1","144"
" OL-2744 ","TRN-10091","P202","1","65","0.1","58.5"
"OL-2745","TRN-10091","P203","1","68","0.1","61.2"
"OL-2746","TRN-10092","C303","3","60","0","180"
"OL-2747","TRN-10092","C302","3","50","0","150"
"OL-2748","TRN-10092","C303","2","60","0","120"
"OL-2749","TRN-10092","P203","1","68","0","68"
"OL-2750","TRN-10093","P201","1","70","0","70"
"OL-2751","TRN-10094","P202","2","65","0.05","123.5"
"","TRN-10094","P103","3","95","0.05","270.75"
"OL-2753","TRN-10094","P101","2","85","0.05","161.5"
"OL-2754","TRN-10094","C301","2","55","0.05","104.5"
"OL-2755","TRN-10095","P101","3","85","0.05","242.25"
"OL-2755","TRN-10095","P101","3","85","0.05","242.25"
"OL-2757","TRN-10095","C301","1","55","","52.25"
"OL-2758","TRN-10096","C302","2","50","0","100"
"OL-2759"," TRN-10096 ","P203","2","68","0","136"
"OL-2760","TRN-10096","C301","3","55","0",""
"","TRN-10096","P202","3","65","0","195"
"OL-2762","TRN-10097","C301","3","55","0.15","140.25"
"OL-2763","TRN-10097","C303","3","60","0.15","153"
"OL-2764","TRN-10097","P203","1","68","0.15","57.8"
"OL-2765","TRN-10098","P202","","65","0",""
"OL-2766","TRN-10098","P203","3","68","0",""
"OL-2767","TRN-10098","P103","3","95","0","285"
"OL-2768","TRN-10098","C301","3","55","0","165"
" OL-2769 ","TRN-10099","P102","1","80","0","80"
"OL-2770","TRN-10099","C301","3","55","0","165"
" OL-2771 ","TRN-10099","P103","2","95","0","190"
"OL-2772","TRN-10100","P201","2","70","0.15","119"
" OL-2773 ","TRN-10100","P103","2","95","0.15",""
"OL-2774","TRN-10100","P203","1","68","0.15","57.8"
"OL-2775","TRN-10101","C302","2","50","0","100"
"OL-2776","TRN-10101","P102","2","80","0","160"
"OL-2777","TRN-10101","C301","1","55","0","55"
"OL-2778","TRN-10102","P202","1","65","0.05","61.75"
"OL-2779","TRN-10102","C301","3","55","0.05","156.75"
"OL-2780","TRN-10102","P203","1","68","0.05","64.6"
"OL-2781","TRN-10103","P102","2","80","0.15","136"
"OL-2782","TRN-10103","P101","1","85","0.15","72.25"
"OL-2783","TRN-10103","C302","2","50","0.15","85"
"OL-2783","TRN-10103","C302","2","50","0.15","85"
"OL-2785","TRN-10105","P201","3","70","0.05","199.5"
"OL-2786","TRN-10105","C302","2","50","0.05","95"
"OL-2787","TRN-10105","C304","3","58","0.05","165.3"
"OL-2788","TRN-10105","P202","1","65","0.05","61.75"
"OL-2789","TRN-10106","","2","50","0","100"
"OL-2790","#N/A","C303","1","60","0","60"
"OL-2791"," TRN-10106 ","C304","3","58","0","174"
"OL-2792","TRN-10106","C303","1","60","0","60"
"","TRN-10107","C303","3","60","0",""
"OL-2794","TRN-10107","C303","3","60","0","180"
"OL-2795","TRN-10107","C301","2","55","0","110"
"OL-2796","TRN-10107","P203","2","68","0","136"
" OL-2797 ","TRN-10108","P202","1","65","0.1","58.5"
"OL-2798","TRN-10108","C301","","55","0.1","99"
"OL-2799","TRN-10109","P102","2","80","0","160"
"OL-2800","TRN-10109","P203","3","68","0","204"
"","TRN-10110","P101","2","85","0.05",""
"OL-2802","TRN-10110","C303","3","60","0.05","171"
"OL-2803","TRN-10110","P203","2","68","0.05","129.2"
"OL-2804","TRN-10111","P103","3","95","0","285"
"OL-2805","TRN-10111","P103","2","95","0","190"
" OL-2806 ","TRN-10111","P101","2","85","0","170"
"OL-2807","TRN-10111","P103","1","95","0","95"
"OL-2808","TRN-10112","","1","58","0.15","49.3"
"OL-2809","TRN-10112","C301","2","55","0.15","93.5"
"OL-2810","TRN-10112","P103","3","95","0.15","242.25"
"OL-2811","TRN-10113","P203","3","68","0.05","193.8"
"OL-2812","TRN-10113","C304","3","58","0.05","165.3"
"OL-2813","TRN-10113","C304","2","58","0.05","110.2"
"OL-2814","TRN-10113","P102","2","80","0.05","152"
"OL-2815","TRN-10114"," C304 ","3","58","0","174"
" OL-2816 ","TRN-10114","P102","2","80","0","160"
"OL-2817","TRN-10114","P103","2","95","0","190"
"OL-2818","TRN-10114","P203","2","68","0","136"
"OL-2819","TRN-10115","C302","1","50","0","50"
"OL-2820","TRN-10115","C302","3","50","0","150"
"OL-2821","TRN-10116","P101","1","85","0","85"
"","TRN-10117","","3","80","0.15","204"
"OL-2823","TRN-10117","","3","55","0.15","140.25"
"OL-2824","TRN-10117","P202","1","65","0.15","55.25"
"OL-2825","TRN-10118","P101","1","85","0","85"
"OL-2826","TRN-10119"," P102 ","2","80","0","160"
"OL-2826","TRN-10119","P102","2","80","0","160"
"OL-2827","TRN-10119","P103","2","95","0","190"
"OL-2829","TRN-10120","C302","2","50","0","100"
"OL-2830","#N/A","P202","3","65","0",""
"OL-2830","TRN-10120","P202","3","65","0","195"
"OL-2832","","P103","2","95","0","190"
"OL-2833","TRN-10121","C302","1","50","0","50"
"OL-2834","TRN-10121","C303","3","60","0","180"
"OL-2835","TRN-10121","P203","2","68","0","136"
" OL-2836 ","TRN-10122","C301","2","55","0","110"
"OL-2837","TRN-10122","C301","1","55","0","55"
"OL-2838","TRN-10123"," C303 ","1","60","0.1","54"
"OL-2839","TRN-10123","P201","1","70","0.1","63"
"OL-2840","TRN-10124","C303","1","60","0","60"
"OL-2841","TRN-10125","P203","3","68","0.1","183.6"
"OL-2842","TRN-10125","P101","1","85","0.1","76.5"
"OL-2843"," TRN-10125 ","P103","2","95","0.1","171"
"OL-2844"," TRN-10126 ","P102","1","80","0","80"
"OL-2845","TRN-10126","P103","3","95","0","285"
" OL-2846 ","TRN-10126","C303","1","60","0",""
"OL-2847","TRN-10126","C304","1","58","0",""
"OL-2848","TRN-10127","C303","1","60","0","60"
"OL-2849","TRN-10127","P201","1","70","0","70"
"OL-2850","TRN-10127","P202","2","65","0","130"
"OL-2851","TRN-10127","C301","2","55","0","110"
"OL-2852","TRN-10128","C302","2","50","0","100"
"OL-2853","TRN-10128","C302","2","50","0","100"
"OL-2854"," TRN-10128 ","C304","3","58","0","174"
"OL-2855","TRN-10129","P101","","85","0","255"
"OL-2856","TRN-10129"," C302 ","2","50","0","100"
"OL-2857","TRN-10129","P102","2","80","0","160"
"OL-2858","TRN-10130","C304","1","58","0","58"
"OL-2859","TRN-10130","P103","1","95","0","95"
"OL-2860","TRN-10131","C304","1","58","0.15","49.3"
"OL-2860","TRN-10131","C304","1","58","0.15","49.3"
"OL-2862","TRN-10131","C304","3","58","0.15","147.9"
"OL-2863","TRN-10131","P103","3","95","0.15","242.25"
"OL-2864","TRN-10132","C304","3","58","0","174"
"OL-2864","TRN-10132","C304","3","58","0","174"
"OL-2866","TRN-10133","P103","2","95","0","190"
"OL-2867"," TRN-10133 ","C302","3","50","0","150"
"","#N/A","C303","2","60","0.05","114"
"OL-2869","TRN-10134","P202","3","65","0.05","185.25"
"OL-2870","TRN-10135","P103","3","95","0","285"
"OL-2871","TRN-10135","","2","50","","100"
"OL-2872","TRN-10135","C303","1","60","0","60"
"OL-2873","TRN-10135","C304","1","58","0","58"
" OL-2874 ","TRN-10136","C304","2","58","0","116"
"OL-2875","TRN-10136"," P102 ","2","80","0","160"
"OL-2876","TRN-10137","C301","1","55","0","55"
"OL-2877","TRN-10138","P101","3","85","0",""
"OL-2878","TRN-10138"," C304 ","3","58","0","174"
"OL-2879","","C301","3","55","0","165"
"OL-2880"," TRN-10139 ","P102","3","80","0","240"
"OL-2881","TRN-10139","P201","2","70","0","140"
"","TRN-10139","C301","2","55","0","110"
"OL-2883","TRN-10140","C303","3","60","0","180"
"OL-2884","TRN-10141","P203","3","","0.05","193.8"
"OL-2885","TRN-10141","P101","2","85","0.05","161.5"
"OL-2886","TRN-10141","C301","3","","0.05","156.75"
"OL-2887","TRN-10142","P201","3","70","0","210"
"OL-2888","TRN-10142","P101","3","85","0","255"
"OL-2889","TRN-10143","P103","1","95","0.1","85.5"
"OL-2890","TRN-10144","C302","2","50","0.15","85"
"OL-2891","TRN-10144","P102","1","80","0.15","68"
"OL-2892","TRN-10144","P201","2","70","0.15","119"
"OL-2893","TRN-10144","C303","2","60","0.15","102"
"OL-2894","TRN-10145","P201","1","70","0","70"
"OL-2895","TRN-10145","P201","1","70","0","70"
"OL-2896","TRN-10145","C304","3","58","0","174"
"OL-2897"," TRN-10145 ","P203","2","68","0","136"
"OL-2898","TRN-10146","P203","3","68","0","204"
"OL-2899","TRN-10146","P201","2","70","0","140"
"OL-2900","TRN-10147","P102","2","80","0.05","152"
"OL-2901","TRN-10147","P201","2","70","0.05","133"
"OL-2902","TRN-10147","C304","1","58","0.05","55.1"
"OL-2903","TRN-10147","P103","2","95","0.05","180.5"
"OL-2904","TRN-10148","P202","3","65","0","195"
"OL-2905","TRN-10149","P102","1","80","0.1","72"
"OL-2906","TRN-10149","P203","3","68","0.1",""
"OL-2907","TRN-10150","P201","2","70","0","140"
"OL-2908","TRN-10150","P203","3","68","0","204"
"OL-2909","TRN-10150","C304","1","58","","58"
"OL-2910","TRN-10150","C302","1","","0","50"
"OL-2911","TRN-10151","C304","2","58","0","116"
"OL-2912","TRN-10151","P203","3","68","0","204"
"OL-2913","TRN-10151","P201","3","70","0","210"
"OL-2914","TRN-10151","C303","2","60","0","120"
"OL-2915","TRN-10152","C304","1","58","0","58"
"","TRN-10152","P101","2","85","0","170"
"OL-2917","TRN-10153","P203","2","68","0","136"
"OL-2918","TRN-10153","P202","3","65","0","195"
"OL-2919","TRN-10153","","3","95","0","285"
" OL-2920 ","TRN-10154","C302","2","50","0","100"
"OL-2921","TRN-10155","C304","3","58","0","174"
"OL-2922","TRN-10156","P201","1","70","0","70"
"OL-2923","TRN-10157","P102","1","80","0","80"
"OL-2924","TRN-10157","C303","1","","0","60"
"OL-2925","TRN-10158","P103","3","95","0","285"
"OL-2926","TRN-10158","P201","2","70","0","140"
"OL-2926","TRN-10158","P201","2","70","0","140"
"OL-2928","TRN-10159","C304","3","58","0","174"
"OL-2929","","P203","1","68","0","68"
"OL-2930","TRN-10160","P201","3","70","0","210"
"OL-2931","TRN-10160","C302","1","50","0","50"
"OL-2932","TRN-10160","#N/A","2","68","0","136"
"OL-2933","TRN-10161","P203","2","68","0","136"
"OL-2933","TRN-10161","P203","2","68","0","136"
"OL-2935","TRN-10162","P201","2","70","0.15","119"
"OL-2936","TRN-10162","P201","3","70","0.15","178.5"
"OL-2937","TRN-10162","C303","1","60","0.15","51"
"OL-2938","TRN-10162","C303","3","60","","153"
"OL-2939","TRN-10163","P201","2","70","","140"
"OL-2940","TRN-10164","C302","1","50","0.1","45"
"OL-2941","TRN-10164"," P201 ","1","70","0.1","63"
"OL-2942","TRN-10165","C303","3","60","0","180"
"OL-2943","TRN-10165","P101","3","85","0","255"
"OL-2944","TRN-10165","C304","3","58","0","174"
"OL-2945","","P202","1","65","0","65"
" OL-2946 ","TRN-10166","C304","2","58","0","116"
" OL-2947 ","TRN-10166","C303","1","60","0","60"
"OL-2948","","P203","2","68","0","136"
"OL-2949","TRN-10167","P102","1","80","0","80"
"OL-2950","TRN-10167","C301","3","","0","165"
"OL-2951","TRN-10167","P101","2","85","0","170"
"OL-2952","TRN-10168","C301","3","55","0","165"
"#N/A","TRN-10168","P203","3","68","0","204"
"OL-2954","TRN-10168","","2","70","0","140"
"OL-2955","TRN-10169","C301","3","55","0","165"
"OL-2956","TRN-10170","P101","3","85","0","255"
"OL-2957","TRN-10170","C302","1","50","0","50"
"OL-2958","TRN-10171","P103","3","","0","285"
" OL-2959 ","TRN-10171","C302","1","50","0","50"
"OL-2960","TRN-10171","P103","","95","0","190"
"OL-2961","TRN-10172","P101","2","85","0","170"
"OL-2962","TRN-10172","P101","2","85","0","170"
"OL-2963","TRN-10172","P103","2","95","","190"
"OL-2964","TRN-10173","P101","3","85","0","255"
"OL-2965","TRN-10173","C303","","60","0","120"
"OL-2966","TRN-10174","P202","3","65","0","195"
"OL-2967","TRN-10174","C301","3","55","0","165"
"OL-2968","TRN-10174","P203","1","68","0","68"
"OL-2969","TRN-10174","C301","2","55","0","110"
"OL-2970","TRN-10175","P203","2","68","0","136"
"OL-2971","TRN-10175","P103","1","95","0","95"
"OL-2972","TRN-10175","P102","2","80","0","160"
"OL-2973","TRN-10176","C301","2","55","0.1","99"
"OL-2974","TRN-10177","P101","1","85","0","85"
"OL-2975","TRN-10177","P103","1","95","0","95"
"OL-2976","TRN-10177","P203","1","68","0","68"
"OL-2977","TRN-10177","C304","3","58","0","174"
"OL-2978","TRN-10178","C304","3","58","0.05","165.3"
"OL-2979","TRN-10178","P102","1","80","0.05","76"
"OL-2980","TRN-10178","P201","2","70","0.05","133"
"OL-2981","","C303","","60","0.05","171"
"OL-2982"," TRN-10179 ","C303","2","60","0","120"
"OL-2983","TRN-10179","C301","2","55","0","110"
"OL-2984","TRN-10179","P202","2","65","0","130"
"OL-2985","TRN-10179","P101","","","0","255"
"OL-2986","TRN-10180","P102","1","80","0","80"
"OL-2987","TRN-10181"," P203 ","3","68","0","204"
"OL-2988","TRN-10181","P101","3","85","0","255"
"OL-2989","TRN-10181","C302","1","50","0","50"
"OL-2990","TRN-10181"," C301 ","1","55","0","55"
"OL-2991","TRN-10182","C303","1","60","0","60"
"OL-2992","TRN-10182","P102","3","80","0","240"
"OL-2993","TRN-10182","C302","2","50","0","100"
"OL-2994","TRN-10182","C304","2","","0","116"
"OL-2995","TRN-10183","P203","1","68","0","68"
"OL-2996","TRN-10183","C303","2","60","0","120"
" OL-2997 ","TRN-10184","C302","1","50","0","50"
"OL-2998","TRN-10185","C304","2","58","0","116"
"OL-2999","TRN-10186","C302","2","50","0.15","85"
"OL-3000","TRN-10187","C301","3","55","0","165"
"OL-3000","TRN-10187","C301","3","55","0","165"
"OL-3002","TRN-10187","P101","2","85","0","170"
"OL-3003","TRN-10188","P103","3","95","0","285"
"OL-3004","TRN-10188","C303","1","60","0","60"
"OL-3005","TRN-10188","P201","1","70","0","70"
"OL-3006","TRN-10188","P102","3","80","0","240"
"OL-3007","TRN-10189","P101","3","85","0","255"
"OL-3008","TRN-10189","C303","3","60","0","180"
"OL-3009","TRN-10189","C303","3","60","0",""
"OL-3010","TRN-10189","P103","3","95","0","285"
" OL-3011 ","TRN-10190","P103","2","95","0","190"
"OL-3012","TRN-10190","C302","3","50","0","150"
"OL-3013","TRN-10190","C303","3","60","0","180"
" OL-3014 ","TRN-10191","P102","2","80","0","160"
"OL-3015","TRN-10191","C304","3","58","0","174"
"OL-3016","TRN-10192","C303","2","60","0.1","108"
"OL-3017","TRN-10192","C302","1","50","0.1","45"
"","TRN-10192","P203","1","68","0.1","61.2"
"OL-3019","TRN-10193","C302","1","50","0","50"
"OL-3020","TRN-10194","P103","3","95","0","285"
"OL-3021","TRN-10194","P102","","","0","160"
"OL-3022","TRN-10195","P101","1","85","0.1","76.5"
"OL-3023","TRN-10195","P201","3","70","0.1","189"
"OL-3024","TRN-10196","P203","2","68","0","136"
"OL-3025","TRN-10196","C302","3","50","0","150"
"OL-3026","TRN-10196","C303","2","60","0","120"
" OL-3027 ","TRN-10196","C302","1","50","0","50"
"OL-3028"," TRN-10197 ","C301","1","55","0","55"
"OL-3029","TRN-10198","P101","1","85","","85"
"","TRN-10198","C304","2","","0","116"
"OL-3031","TRN-10198","P202","1","65","0","65"
"OL-3032","TRN-10199","P103","1","95","0","95"
" OL-3033 ","TRN-10199","C301","1","55","0","55"
"OL-3034","TRN-10199","C301","2","55","0","110"
" OL-3035 ","TRN-10199","C302","1","50","0","50"
"OL-3036","TRN-10200","C304","1","58","0","58"
"OL-3037","TRN-10200","C303","2","60","0","120"
"OL-3038","TRN-10200","C303","1","60","0","60"
"OL-3039","TRN-10200","","3","65","0","195"
"OL-3040","TRN-10201","P202","2","65","","130"
"OL-3041","TRN-10201","C303","3","60","0","180"
"OL-3042","TRN-10201","P102","3","80","0","240"
"OL-3043","TRN-10202","P201","1","70","0.1","63"
"OL-3044","TRN-10202","C302","1","50","0.1","45"
"OL-3045","TRN-10202","P203","1","68","0.1","61.2"
"OL-3046","TRN-10203","P103","3","95","","285"
"OL-3047","TRN-10204","P202","3","65","0","195"
"OL-3048","TRN-10204","C302","1","50","0","50"
"OL-3049"," TRN-10204 ","P201","2","70","0","140"
"#N/A","TRN-10205","P202","3","65","0","195"
"OL-3051","TRN-10205","C303","1","60","0","60"
"OL-3052","TRN-10205","P202","2","65","0","130"
"OL-3053","TRN-10206","P202","2","65","0.1","117"
"OL-3054","TRN-10206","C303","3","","0.1","162"
"OL-3055","TRN-10206","P102","3","80","0.1","216"
"OL-3056","TRN-10207","P103","3","95","0","285"
"OL-3057","TRN-10207","","3","50","0","150"
"OL-3058","TRN-10208","P203","1","68","0","68"
"OL-3059","TRN-10208","P201","1","70","0","70"
"OL-3060","TRN-10209","P102","3","80","0","240"
"OL-3061","TRN-10209"," P103 ","1","95","0","95"
"OL-3062","TRN-10209","C303","3","60","0","180"
"OL-3063","TRN-10209","P101","3","85","0","255"
"OL-3064","TRN-10210","C303","3","60","0","180"
"OL-3065","TRN-10210","C301","1","55","0","55"
"OL-3066","TRN-10211","P202","3","65","0","195"
"OL-3067","TRN-10212","C304","2","58","0.05","110.2"
" OL-3068 ","TRN-10213","P102","3","80","0","240"
"OL-3069","TRN-10213","P101","1","85","0","85"
"OL-3070","TRN-10214","P103","1","95","0","95"
"OL-3071","TRN-10214","C301","2","55","0","110"
"OL-3072"," TRN-10215 ","P103","1","95","0.15","80.75"
"OL-3073","TRN-10215","P102","2","80","0.15","136"
"OL-3074","TRN-10215","P201","2","70","0.15","119"
"OL-3075","TRN-10216","P101","2","85","0","170"
"OL-3076","TRN-10216","P102","2","80","0","160"
"OL-3077","TRN-10216","P101","3","85","0","255"
"OL-3078","TRN-10216","P201","3","70","0",""
"","TRN-10217","P101","3","85","0","255"
"OL-3080","TRN-10217","P102","2","80","0","160"
"OL-3081","TRN-10218","P203","3","68","0","204"
"","TRN-10219","P103","3","95","0","285"
"OL-3083"," TRN-10219 ","P202","1","65","0","65"
"OL-3084","TRN-10219","P203","2","68","0","136"
"OL-3085","TRN-10219","P202","3","65","0","195"
"OL-3086"," TRN-10220 ","P103","3","95","0.05","270.75"
"OL-3087","TRN-10220","P201","1","70","","66.5"
"OL-3088"," TRN-10220 ","P202","1","65","0.05","61.75"
"OL-3089","TRN-10221","P202","2","65","0.05","123.5"
"OL-3090","TRN-10221","P201","2","70","0.05","133"
"OL-3091","TRN-10221","C304","2","58","0.05","110.2"
"OL-3092","#N/A","P103","2","95","0.1","171"
"OL-3093","","P101","2","85","0.1","153"
"OL-3094","TRN-10222","P202","1","65","0.1","58.5"
"OL-3095","TRN-10223","P203","2","68","0.05",""
"OL-3096","TRN-10223","P202","3","65","0.05","185.25"
"","TRN-10224","P101","3","85","0","255"
"OL-3098","TRN-10225","P101","3","85","0.05","242.25"
"OL-3099","TRN-10225","C303","3","60","0.05","171"
" OL-3100 ","TRN-10226","P202","2","65","0",""
"OL-3101","TRN-10226","P103","","95","0","285"
"OL-3102","TRN-10226","P201","1","70","0","70"
"OL-3103","TRN-10226","P101","3","85","0","255"
"OL-3104","TRN-10227","C302","1","50","0.15","42.5"
"OL-3105","TRN-10228","P202","1","65","0","65"
"OL-3106","TRN-10228","C301","1","55","0","55"
"OL-3107","TRN-10228","","2","50","0","100"
"OL-3108","TRN-10228","C302","3","50","0","150"
"OL-3109","TRN-10229","P201","3","70","0","210"
"OL-3110","TRN-10229","C304","1","","0","58"
"OL-3111","TRN-10229","C302","1","50","0","50"
"OL-3112","TRN-10229","P202","3","65","0","195"
"OL-3113","TRN-10230","P101","2","85","0.15","144.5"
"OL-3114","TRN-10230","P101","1","85","0.15","72.25"
"OL-3115","TRN-10231","P103","3","95","0","285"
" OL-3116 ","TRN-10232","P202","1","65","0","65"
"OL-3117","TRN-10232","C302","1","50","0","50"
"OL-3118","TRN-10232","C304","2","58","0","116"
"OL-3119","TRN-10232","P102","3","80","0","240"
"OL-3120","TRN-10233","P201","3","70","0.1","189"
"","TRN-10234","#N/A","1","80","0","80"
"OL-3122","TRN-10234","P201","3","70","0","210"
"OL-3123","TRN-10235","C302","2","50","0","100"
"OL-3124","TRN-10235","C303","1","60","0","60"
"OL-3125","","P101","1","85","0","85"
"OL-3126","TRN-10235","P102","2","80","0","160"
"OL-3127","TRN-10236","C302","3","50","0","150"
"OL-3128","","P101","2","","0","170"
"OL-3129","TRN-10237","C301","1","55","0",""
"OL-3130","TRN-10237","C304","2","58","0","116"
" OL-3131 ","TRN-10237","P102","3","80","0","240"
"OL-3132","TRN-10238","P203","3","","0","204"
"OL-3133","TRN-10238","C302","3","50","0","150"
"OL-3134","TRN-10239","C304","2","58","0","116"
"OL-3135","TRN-10239"," P102 ","","80","0","80"
"OL-3136","TRN-10239","P102","2","80","0","160"
"OL-3137"," TRN-10240 ","P203","1","68","0","68"
"OL-3138","TRN-10240","C302","2","50","","100"
"OL-3139","TRN-10241","P101","1","85","0","85"
"OL-3140"," TRN-10241 "," C303 ","1","","0","60"
"OL-3141","TRN-10241","P201","","70","0","210"
"OL-3142","TRN-10241","P201","2","70","0","140"
"OL-3143","TRN-10242","C301","3","55","0","165"
"OL-3144","TRN-10242","P101","3","85","0","255"
"OL-3145","TRN-10242","C302","1","50","0","50"
"OL-3146","TRN-10243"," P101 ","3","85","0","255"
"OL-3147","TRN-10243","P102","1","80","0","80"
"OL-3148","TRN-10243","P102","3","","0","240"
" OL-3149 ","TRN-10244","P203","3","68","0.1","183.6"
"OL-3150","TRN-10244","P202","1","65","0.1","58.5"
"OL-3151","TRN-10244"," P103 ","1","95","0.1","85.5"
"OL-3152","TRN-10244","P201","2","70","0.1","126"
"OL-3153","TRN-10245","C302","2","50","0","100"
" OL-3154 ","TRN-10246","P102","3","80","0","240"
"OL-3155","TRN-10247","P202","3","65","0.15","165.75"
"OL-3156","TRN-10247","","2","58","0.15","98.6"
"OL-3157","TRN-10248","P203","2","68","0","136"
"OL-3158","TRN-10248","P203","1","68","0","68"
"OL-3159","TRN-10249","C302","2","50","0","100"
"OL-3160","TRN-10249","P101","3","85","0","255"
"OL-3161","TRN-10250","P101","","85","0.1","229.5"
"OL-3162"," TRN-10250 ","P102","3","80","0.1","216"
"OL-3163","TRN-10250","P201","1","70","0.1","63"
"OL-3164","#N/A","C303","2","60","0","120"
"OL-3165","TRN-10251","","1","68","0","68"
"OL-3166","TRN-10252","C301","3","55","0","165"
"OL-3167","TRN-10252","P103","2","95","0","190"
"OL-3167","TRN-10252","P103","2","95","0","190"
"OL-3169","TRN-10253","P203","2","68","0","136"
"OL-3170","TRN-10253","P201","1","70","0","70"
"OL-3171","TRN-10254","P202","2","65","0","130"
" OL-3172 ","TRN-10254","C303","3","60","0","180"
"OL-3173","TRN-10255","P202","3","","0","195"
"","TRN-10255","P103","2","95","0","190"
"OL-3175","TRN-10255","C301","3","55","0","165"
"OL-3176","TRN-10255","C304","","58","0","174"
"OL-3177","TRN-10256","C302","2","50","0","100"
"OL-3178","TRN-10256","P101","3","85","0","255"
"OL-3179","TRN-10256","P101","1","85","0","85"
"OL-3180","TRN-10257","C304","1","58","0.05","55.1"
"OL-3181","TRN-10257","C302","1","50","0.05","47.5"
"OL-3182","TRN-10257","P102","1","80","0.05","76"
"OL-3183"," TRN-10257 ","P201","1","70","0.05","66.5"
"OL-3184","TRN-10258","C301","2","55","0","110"
"OL-3185","TRN-10259","C302","3","50","0","150"
"OL-3186","TRN-10260","C304","3","58","0","174"
"OL-3187","TRN-10261","P201","1","70","0","70"
"OL-3188"," TRN-10261 ","P102","2","80","0","160"
"OL-3189","TRN-10261"," P103 ","3","95","0","285"
"OL-3190","TRN-10261","C304","1","58","0","58"
"OL-3191","TRN-10262","P103","1","95","0","95"
"OL-3192","","P102","1","80","0","80"
"OL-3193","TRN-10264","P202","3","65","0.1","175.5"
"OL-3194","TRN-10264","P103","2","95","0.1","171"
"OL-3195","TRN-10264","C302","3","50","0.1","135"
"OL-3196","TRN-10265","C302","3","50","","150"
"OL-3196","TRN-10265","C302","3","50","0","150"
"OL-3198"," TRN-10265 ","C301","1","55","0","55"
"OL-3199","TRN-10265","C302","1","50","0","50"
"OL-3200","TRN-10266","P103","2","95","0","190"
"OL-3201","TRN-10267"," P101 ","2","85","0","170"
"OL-3202","TRN-10268","C304","3","58","0","174"
"OL-3203","TRN-10268","P201","1","70","0","70"
" OL-3204 ","TRN-10269","C301","1","55","0.05","52.25"
"OL-3205","TRN-10270","C301","3","55","0.15","140.25"
"OL-3206","TRN-10271","P203","3","68","0","204"
"OL-3207","TRN-10271","C301","3","55","0","165"
"OL-3208","TRN-10272","P201","2","70","0.15","119"
" OL-3209 ","TRN-10272","P103","3","95","0.15","242.25"
"OL-3210","TRN-10272","C302","3","50","0.15","127.5"
"OL-3211","TRN-10272","C301","2","55","0.15","93.5"
"OL-3212","TRN-10273","C301","1","55","0.05","52.25"
"OL-3213","TRN-10273","C301","2","55","0.05","104.5"
"OL-3214","TRN-10273","C304","1","58","0.05","55.1"
"OL-3215","TRN-10273","C301","3","55","0.05","156.75"
"OL-3216","TRN-10274","C302","2","50","0.05","95"
"OL-3217","TRN-10274","C302","2","50","0.05","95"
"OL-3218","TRN-10275","P101","1","85","0","85"
"OL-3219","TRN-10276","C304","3","58","0",""
"OL-3220","TRN-10277","P101","1","85","0","85"
"OL-3221","TRN-10277","P103","3","95","0","285"
"OL-3222","TRN-10277","P202","1","65","0","65"
" OL-3223 ","TRN-10277","C301","3","55","0","165"
"OL-3224","TRN-10278","C303","2","60","0.1","108"
"OL-3225","TRN-10278","P201","3","70","0.1","189"
"OL-3226","TRN-10278","P101","3","85","0.1","229.5"
"OL-3227","TRN-10279","P203","2","68","","122.4"
"OL-3228"," TRN-10280 ","P103","1","","0.1","85.5"
"OL-3228","TRN-10280","P103","1","95","0.1","85.5"
"OL-3230","TRN-10281","C302","2","50","0","100"
"","TRN-10281","C303","1","60","0","60"
"OL-3232","TRN-10281","P102","3","80","0","240"
"OL-3232","TRN-10281","P102","3","80","0","240"
"OL-3234","TRN-10282","P102","3","80","","204"
"OL-3235","TRN-10282","P101","2","85","0.15","144.5"
"OL-3236","TRN-10282","P101","3","85","0.15","216.75"
" OL-3237 ","TRN-10283","P201","1","70","0","70"
"OL-3238","TRN-10284","P203","3","68","0","204"
"OL-3239","TRN-10285","C301","2","55","0","110"
"OL-3240","TRN-10285","C302","2","50","0","100"
"OL-3241","","C304","3","58","0","174"
"OL-3242","TRN-10286","C304","3","58","0","174"
"OL-3243","TRN-10286","P201","1","70","0","70"
"OL-3244","TRN-10287","C302","3","50","0.1","135"
"OL-3245","TRN-10288","P101","1","85","0","85"
"OL-3245","TRN-10288","P101","1","85","0","85"
"OL-3247","TRN-10288","P101","1","85","0","85"
"OL-3248","TRN-10289","C304","2","58","0","116"
"OL-3249","TRN-10290","C303","1","60","0","60"
"OL-3250","TRN-10291","P201","2","70","","133"
"OL-3251","TRN-10291","C304","1","58","0.05","55.1"
"OL-3252","#N/A","P103","3","95","0.05","270.75"
"OL-3253","TRN-10292","P102","2","80","0",""
"OL-3254","TRN-10292","P203","2","68","0",""
"OL-3255","TRN-10293","C302","1","50","0.1","45"
"OL-3256","TRN-10294","C304","2","58","0.1","104.4"
"OL-3257","TRN-10294","P203","1","68","","61.2"
"OL-3258","TRN-10295","C303","1","60","0","60"
"OL-3259","TRN-10296","C302","1","50","0",""
"OL-3260","TRN-10296","","1","70","0","70"
"OL-3261","#N/A","C301","2","55","0","110"
"OL-3262","TRN-10296","C302","2","50","0","100"
