TransactionID,Date,CustomerID,StoreID,EmployeeID,PromotionID,PaymentMethod,TotalAmount
"TRN-9557","2024-01-16","CUST-1131","STO-02","EMP-0203","PROMO-00","Credit Card","503"
"TRN-9558","2025-01-24","CUST-1264","STO-04","","PROMO-02","Credit Card",""
"TRN-9559"," 2023-07-15 ","CUST-1261","STO-04","EMP-0401","PROMO-00","Debit Card","160"
"TRN-9560","2022-06-27","CUST-1160","STO-02","EMP-0201"," PROMO-00 ","Cash",""
"TRN-9561","2026-03-17","","STO-04","EMP-0403","PROMO-03","Cash","489.25"
"TRN-9562","2023-03-17","CUST-1362","STO-03","EMP-0305","PROMO-00","Cash","574"
"TRN-9563","2025-07-13","CUST-1311","STO-02","EMP-0201","PROMO-00","Mobile Payment","136"
"TRN-9564","2023-03-21","CUST-1027","STO-03","EMP-0303","PROMO-00","Cash","429"
"TRN-9565","2025-10-28","","STO-02","EMP-0201","PROMO-00","Debit Card","585"
"TRN-9566","2024-08-30","","STO-03","EMP-0303","","Mobile Payment","322.2"
"TRN-9567"," 2024-06-16 ","CUST-1389","STO-01"," EMP-0102 ","PROMO-00","Mobile Payment","370"
"TRN-9568","2022-04-14","CUST-1096","STO-04"," EMP-0405 ","PROMO-00","Cash","85"
"TRN-9569","2024-04-12","CUST-1092","STO-02","EMP-0203","","Mobile Payment","739"
"TRN-9570","2024-11-18","CUST-1288","STO-02","EMP-0205","PROMO-00","Credit Card","55"
"TRN-9571","2026-02-15","CUST-1391","STO-04","EMP-0404","PROMO-00","","562"
"TRN-9572","2022-11-05","","STO-03"," EMP-0304 ","PROMO-00","","68"
"TRN-9573"," 2025-03-05 ","CUST-1139","STO-02","EMP-0204","PROMO-00","Cash","196"
"TRN-9574","#N/A","CUST-1245","STO-04","EMP-0401","PROMO-00","Cash","370"
"TRN-9575","2024-01-07","CUST-1097"," STO-04 ","EMP-0403","PROMO-00","Debit Card","344"
"TRN-9576","2024-05-11","CUST-1363","STO-04","EMP-0404","PROMO-03","Cash","57"
"TRN-9577"," 2024-07-24 ","CUST-1256","STO-01","EMP-0105","PROMO-00","Mobile Payment","58"
"TRN-9578","2022-06-30","CUST-1334","STO-01","EMP-0105","PROMO-00","Cash","458"
"TRN-9579","2025-09-15","CUST-1133","STO-03","EMP-0301","PROMO-03","Debit Card","52.25"
"","2022-01-11"," CUST-1259 ","STO-03","EMP-0303","PROMO-00","Cash","446"
"TRN-9581","2022-12-17","CUST-1020","STO-04","EMP-0401","PROMO-00","Credit Card","235"
"","2025-12-04","CUST-1101","STO-02","EMP-0205","PROMO-03","Debit Card","351.5"
"TRN-9583","2022-12-22","CUST-1228","STO-03","EMP-0303","PROMO-00","Debit Card","493"
"TRN-9584","2022-08-25","CUST-1092","STO-04","EMP-0404","PROMO-00","Debit Card","223"
"TRN-9585"," 2022-04-04 ","CUST-1195","STO-03","EMP-0302","PROMO-00","","305"
"TRN-9586","2024-03-20","CUST-1131","STO-01","","PROMO-00","Mobile Payment","325"
"TRN-9587","2022-10-26","CUST-1063","STO-02","EMP-0205","PROMO-00","Cash","290"
"#N/A","2023-10-17","CUST-1395","STO-03","","PROMO-00","Credit Card","796"
"TRN-9589","2022-12-29","CUST-1393","STO-01","EMP-0104","PROMO-00","Debit Card","176"
"TRN-9590","2023-01-30","","STO-02","EMP-0204","PROMO-00","Mobile Payment",""
"TRN-9591"," 2024-09-23 ","CUST-1400","STO-01","EMP-0105","PROMO-00","Cash","303"
"TRN-9592","2024-10-24"," CUST-1070 ","STO-04","EMP-0401","PROMO-00","Debit Card","120"
"TRN-9593","2024-08-31"," CUST-1325 ","STO-01","EMP-0102","PROMO-00","Cash","385"
"TRN-9594","2025-10-09","CUST-1112","STO-03"," EMP-0305 ","PROMO-00","Debit Card","564"
"TRN-9595","2023-06-10","CUST-1250","STO-03","EMP-0301","PROMO-00","Credit Card","393"
"TRN-9596","","CUST-1073","","EMP-0102","PROMO-00","Debit Card","320"
"TRN-9597","2025-12-19","CUST-1250","STO-01","EMP-0105","PROMO-00","Cash","55"
"TRN-9598","2024-07-03","CUST-1220","STO-01","EMP-0104","PROMO-00","Credit Card","414"
"TRN-9599","2022-04-13","CUST-1100","STO-02","EMP-0205","PROMO-02","Cash","292.5"
"TRN-9599","2022-04-13","CUST-1100","STO-02","EMP-0205","PROMO-02","Cash","292.5"
"#N/A","2026-02-26","CUST-1048","STO-01","EMP-0101","PROMO-00","Credit Card","385"
"TRN-9602","2022-10-29"," CUST-1222 ","STO-04","","PROMO-00","Mobile Payment","280"
"TRN-9603","2023-06-30","CUST-1042","STO-01","EMP-0104"," PROMO-03 ","","287.85"
"TRN-9604","2025-08-10","CUST-1138","STO-02","","PROMO-00","Cash","505"
"TRN-9605","2025-08-22","CUST-1207","STO-03","EMP-0301","PROMO-00","Credit Card","475"
""," 2023-08-19 ","CUST-1043","STO-03","EMP-0303","PROMO-00","Cash","739"
"TRN-9607","2025-08-19","CUST-1186","STO-03","EMP-0305","PROMO-00","Debit Card","278"
"TRN-9608","2025-11-27","CUST-1327","STO-04","EMP-0403","PROMO-00","Cash","120"
"TRN-9609","2025-07-01","CUST-1234","STO-02","EMP-0204","PROMO-00","Credit Card","452"
"TRN-9609","2025-07-01","CUST-1234","STO-02","EMP-0204","PROMO-00","Credit Card","452"
"","2025-05-11","CUST-1269"," STO-04 ","EMP-0401","PROMO-00","Credit Card","55"
"TRN-9612","2025-05-08","CUST-1330","STO-03","EMP-0304","PROMO-00","Mobile Payment","68"
"TRN-9613","2024-05-07","CUST-1183","STO-01","EMP-0104","PROMO-00","Mobile Payment","590"
"TRN-9614","2023-02-19","CUST-1109","STO-04","EMP-0404","PROMO-00","Credit Card","130"
" TRN-9615 ","","CUST-1346"," STO-03 ","EMP-0303","PROMO-02","Credit Card","151.2"
"TRN-9616","2024-02-05","CUST-1144"," STO-03 ","EMP-0303","PROMO-00","Debit Card","310"
"TRN-9617","2024-08-02","CUST-1249","STO-03"," EMP-0305 ","PROMO-00"," Mobile Payment ","679"
""," 2022-04-13 ","#N/A","STO-03","EMP-0301","PROMO-00","Credit Card","190"
" TRN-9619 ","2026-01-23","CUST-1365","STO-04","EMP-0404","PROMO-00","Credit Card","390"
"TRN-9620","2022-04-07","CUST-1077","STO-02","EMP-0202","PROMO-00","Credit Card","140"
"TRN-9621","2024-02-18","CUST-1252","STO-02",""," PROMO-02 ","Mobile Payment","211.5"
"TRN-9622","2023-06-16","CUST-1327","","EMP-0302","PROMO-00","Debit Card","95"
"TRN-9623","2024-07-06","CUST-1259","STO-02","EMP-0203","PROMO-00","Credit Card","680"
"TRN-9624"," 2022-04-03 ","CUST-1021","STO-04","EMP-0404","PROMO-02","Mobile Payment",""
"TRN-9625","2023-01-26","CUST-1243","STO-02","EMP-0202","PROMO-00","Credit Card","295"
"TRN-9626","2024-11-23","CUST-1270","STO-04","EMP-0404","PROMO-00","Cash","480"
"TRN-9627","2024-07-18","CUST-1249","STO-04","EMP-0401","PROMO-00","Cash","573"
"TRN-9628","2022-03-19","CUST-1399","STO-02","EMP-0202","PROMO-00","Credit Card","174"
"TRN-9629","2025-05-01","CUST-1022","STO-03","EMP-0303","PROMO-01","Credit Card","369.75"
"TRN-9630","2025-07-15","CUST-1048","STO-01","EMP-0101","PROMO-03","Cash","309.7"
"TRN-9631","2025-03-23","CUST-1347","STO-04","EMP-0404","PROMO-01","Mobile Payment","552.5"
"TRN-9632","2025-02-08","","STO-01","EMP-0103","PROMO-00","Cash","174"
"TRN-9632","2025-02-08","CUST-1393","STO-01","EMP-0103","PROMO-00","Cash","174"
"TRN-9634","2023-11-22","CUST-1330","STO-03","","PROMO-00","Credit Card","644"
"TRN-9635","2025-07-01","CUST-1268","STO-01","EMP-0101","PROMO-00","Debit Card","365"
"TRN-9636","2024-07-13","CUST-1315","","EMP-0403","PROMO-01","Cash","331.5"
"TRN-9637","2022-12-23","CUST-1150","STO-02","EMP-0201","PROMO-00","Credit Card","549"
"TRN-9638","2023-05-16","CUST-1340"," STO-03 ","EMP-0301","PROMO-00","Cash","260"
"TRN-9639","2023-01-08","CUST-1217","STO-03","EMP-0303","","Debit Card","136"
"TRN-9639","2023-01-08","CUST-1217","STO-03","EMP-0303","PROMO-00","Debit Card","136"
"TRN-9641","2022-08-10","CUST-1036","STO-01","#N/A","PROMO-00","Cash","235"
"TRN-9642","2024-03-09","CUST-1026","","EMP-0202","PROMO-00","Debit Card","425"
" TRN-9643 ","2024-01-07","CUST-1268","STO-04","EMP-0405","PROMO-01","Credit Card","539.75"
" TRN-9644 ","","","STO-02","","PROMO-02","Mobile Payment","235.8"
"TRN-9645","2022-09-30","CUST-1315","STO-01","EMP-0104","PROMO-00","Cash","255"
"TRN-9646","2023-09-27","CUST-1278","STO-01","EMP-0103","PROMO-02","Mobile Payment","90"
" TRN-9647 ","2023-09-11","CUST-1306","","EMP-0205","PROMO-00","Credit Card","140"
"TRN-9648","2024-03-23","CUST-1029","STO-03","EMP-0303","PROMO-02","Debit Card","234"
"TRN-9649","2022-07-26"," CUST-1362 ","STO-04"," EMP-0401 ","PROMO-01","Cash","318.75"
"TRN-9650","2023-10-07","CUST-1085","STO-04","EMP-0402","PROMO-00","Cash","654"
"TRN-9651","2024-12-30","CUST-1264","STO-03","","","Cash","450"
"TRN-9652"," 2026-02-12 ","CUST-1389","STO-01","EMP-0105","PROMO-00","Mobile Payment","170"
"TRN-9653","2023-03-29","CUST-1052"," STO-03 ","","PROMO-00","Credit Card","65"
"TRN-9654","2025-10-29","CUST-1250","STO-02","EMP-0203","PROMO-03","Cash","427.5"
"TRN-9655","2025-12-13","CUST-1235","STO-04","EMP-0404","PROMO-03","Mobile Payment","80.75"
" TRN-9656 ","2023-12-25","CUST-1154","STO-04","EMP-0405","PROMO-03","#N/A","161.5"
"TRN-9657","2023-04-13","CUST-1355","STO-03","EMP-0304","PROMO-00","Cash","550"
"TRN-9658","2023-07-23","CUST-1376","STO-02","EMP-0204","PROMO-00","Debit Card","655"
"TRN-9659","2025-02-12","CUST-1191","STO-04","EMP-0405","PROMO-00","Credit Card","660"
" TRN-9660 ","2023-08-16","CUST-1293","STO-01","EMP-0101","PROMO-00","Mobile Payment","180"
"TRN-9661","2025-04-11","CUST-1005","STO-03","EMP-0305","PROMO-00","Credit Card","343"
"TRN-9662","2025-01-28","CUST-1362","STO-04","EMP-0401","PROMO-01","","400.35"
"","2025-04-13","CUST-1251"," STO-02 ","EMP-0204"," PROMO-00 ","Cash","480"
" TRN-9664 ","2025-12-20","CUST-1279","STO-03","EMP-0303","PROMO-00","#N/A","100"
"TRN-9665","2022-02-13","CUST-1066","STO-01","EMP-0105","PROMO-03","Credit Card","142.5"
"TRN-9666","2022-02-11","CUST-1072","STO-01","EMP-0102"," PROMO-00 ","Cash","380"
"TRN-9667","2026-03-01","CUST-1141","STO-03","EMP-0304","PROMO-00","Credit Card","150"
"TRN-9668","2022-10-22","CUST-1378","STO-02","EMP-0204","PROMO-02","Credit Card","49.5"
"TRN-9669","","CUST-1331","STO-03","EMP-0302","PROMO-00","Cash","95"
"TRN-9670","2023-04-03","CUST-1125","STO-01","EMP-0104","PROMO-01","Debit Card","161.5"
"TRN-9671","2024-01-19","CUST-1352","STO-02","EMP-0202","PROMO-00","Debit Card","755"
"TRN-9672","2025-02-18","","STO-02","EMP-0201","PROMO-03","Mobile Payment","327.75"
"TRN-9673","2024-11-27","CUST-1168","STO-03","EMP-0303","PROMO-00","Credit Card","204"
"TRN-9674","2024-09-12","CUST-1350","STO-04","EMP-0401","","Debit Card","535"
"TRN-9675","2023-12-29","CUST-1181","STO-03","EMP-0302","PROMO-01","Cash","140.25"
"TRN-9676","","CUST-1223","STO-02","EMP-0205","PROMO-00","Credit Card","630"
" TRN-9677 ","2022-12-16","CUST-1312","STO-03","EMP-0302","PROMO-00","Credit Card","50"
"TRN-9678","2026-03-30","CUST-1337","STO-04","EMP-0402","PROMO-00","Mobile Payment","385"
"TRN-9679","2024-01-06","CUST-1249","STO-02","EMP-0203","PROMO-00","Debit Card","344"
"TRN-9680","2023-01-26","CUST-1288","STO-03","EMP-0303","PROMO-00","Cash","140"
"TRN-9681","2023-08-27"," CUST-1305 ","STO-01","EMP-0101","PROMO-00","",""
"TRN-9682","2025-01-16","CUST-1349","STO-02","EMP-0204","PROMO-00","Debit Card",""
"TRN-9683","2025-06-23","CUST-1365","STO-01"," EMP-0105 ","PROMO-00","Credit Card",""
"TRN-9684","2022-01-20","CUST-1146","STO-02","EMP-0205","PROMO-00","Debit Card","110"
"TRN-9685","2023-05-26","CUST-1276","STO-04","EMP-0404","PROMO-02","Credit Card","144"
"TRN-9686","2022-03-03","CUST-1379"," STO-04 ","EMP-0403","PROMO-00","Cash","435"
"","2022-04-22","CUST-1095","STO-04","EMP-0401","PROMO-00","Credit Card","813"
"TRN-9688","2025-10-03","CUST-1285","STO-03","EMP-0302","PROMO-03","Debit Card","156.75"
"TRN-9689","2022-07-06","CUST-1117","STO-02","EMP-0201","PROMO-00","Mobile Payment","336"
"TRN-9690","2023-09-22","CUST-1230","STO-04","EMP-0401","PROMO-00","Credit Card","375"
"TRN-9691","2022-09-26","","STO-03"," EMP-0304 ","PROMO-02","Cash","423"
"TRN-9692","2022-07-02","CUST-1334","STO-02","EMP-0201","PROMO-00","Cash","370"
"TRN-9693","2025-09-15","CUST-1053","STO-02","EMP-0202","PROMO-00","Debit Card","324"
"TRN-9694","2022-02-09","","STO-01","EMP-0103"," PROMO-00 ","Debit Card","60"
"TRN-9695","2023-04-07","CUST-1397","STO-02","EMP-0205","PROMO-02","Debit Card","279"
"TRN-9696","2023-02-24","CUST-1074","STO-04","","PROMO-00","Cash","465"
"TRN-9697","2024-03-02","CUST-1008","STO-03","EMP-0302","PROMO-01","Credit Card","369.75"
"TRN-9698","2023-03-13","CUST-1183","STO-02","EMP-0201","PROMO-01","Debit Card","276.25"
"TRN-9699","2024-01-04","CUST-1394","STO-04","EMP-0402","PROMO-02","Mobile Payment","304.2"
"TRN-9700"," 2024-10-28 ","CUST-1200","STO-01","EMP-0103","PROMO-02","Credit Card","459"
"TRN-9701","2022-05-20","CUST-1384","STO-04","EMP-0402"," PROMO-03 ","Mobile Payment","403.75"
"TRN-9702","2025-09-15","CUST-1136","STO-04","EMP-0404","PROMO-00","Mobile Payment","515"
"TRN-9703","2024-09-18","CUST-1272","STO-02","EMP-0203","PROMO-00","Debit Card","520"
"TRN-9704","","#N/A","STO-02","EMP-0201","PROMO-02","Debit Card","471.6"
"TRN-9705","2025-09-02","CUST-1048","STO-01","EMP-0102","PROMO-03","Mobile Payment","360.05"
"TRN-9706","2022-02-12","CUST-1358","STO-04","EMP-0402","PROMO-01"," Mobile Payment ","242.25"
"TRN-9707","2023-10-26","CUST-1185","STO-04","EMP-0402","PROMO-01","Mobile Payment","253.3"
"TRN-9708","2025-03-04","CUST-1193","STO-02","EMP-0203","","Mobile Payment","220"
"TRN-9709","2024-09-14","CUST-1257","STO-01","EMP-0102","PROMO-00","Credit Card","344"
"TRN-9710","2025-05-03","CUST-1227","STO-04","EMP-0405","PROMO-00","Debit Card","236"
"TRN-9711","2022-04-13","CUST-1237","STO-04","EMP-0402"," PROMO-00 ","Cash","180"
"","2025-05-21","CUST-1131","STO-02","EMP-0203","PROMO-03","Debit Card","95"
" TRN-9713 ","2024-12-06","CUST-1092","STO-03","EMP-0302","PROMO-00","Debit Card","530"
"TRN-9714","2023-07-14","CUST-1303","STO-04","EMP-0403","PROMO-00","Mobile Payment","85"
"TRN-9715","2023-01-11","CUST-1042","STO-01","EMP-0104","PROMO-01","Debit Card","349.35"
"TRN-9716","2025-11-20","CUST-1269","STO-01","EMP-0105","PROMO-00","Credit Card","390"
"TRN-9717","2022-10-04","CUST-1013","STO-02","EMP-0204","PROMO-00","Credit Card","639"
"TRN-9717","2022-10-04","CUST-1013","STO-02","EMP-0204","PROMO-00","Credit Card","639"
"TRN-9719","2025-08-12","CUST-1036","STO-02","","PROMO-02","Cash","535.5"
"TRN-9720","2024-05-02","CUST-1133","STO-04","EMP-0401","PROMO-00","Debit Card","100"
"TRN-9721","2022-03-12","CUST-1391","STO-04","EMP-0402","PROMO-01","Mobile Payment","321.3"
"TRN-9722","#N/A","CUST-1203","STO-01","EMP-0102","PROMO-03","Debit Card","483.55"
"TRN-9723","","CUST-1133","STO-03","EMP-0301","PROMO-03","Credit Card","361"
"TRN-9724","2024-02-17","CUST-1195","STO-02","EMP-0204","PROMO-00","Credit Card","170"
"TRN-9725","2023-06-27","CUST-1364","STO-02","EMP-0201","PROMO-00","Mobile Payment","65"
"TRN-9726","2024-10-04","CUST-1328"," STO-04 ","EMP-0405","PROMO-00","Mobile Payment","554"
"TRN-9727","2022-11-17","","STO-02","EMP-0201","PROMO-00"," Credit Card ","255"
"TRN-9728","2022-06-25","CUST-1235","STO-04","EMP-0402","PROMO-02","Mobile Payment","189"
"TRN-9729","2022-04-30","CUST-1098","STO-03","EMP-0305","PROMO-00","Debit Card","615"
"TRN-9730","2025-02-15","CUST-1070","STO-01","EMP-0103","PROMO-00","Debit Card","465"
"TRN-9731","2025-03-27","CUST-1239","STO-04","EMP-0405","PROMO-00","Mobile Payment","518"
"TRN-9732","2022-07-05","CUST-1398","","EMP-0404","PROMO-00","Cash","165"
"TRN-9733","2023-06-04","","#N/A","EMP-0105","PROMO-00","Mobile Payment","370"
"TRN-9734","2025-12-25","CUST-1025","STO-01","EMP-0105"," PROMO-00 ","Mobile Payment","305"
"TRN-9735","","CUST-1328","STO-02","EMP-0204","PROMO-00","Mobile Payment","140"
"TRN-9736","2025-09-07","CUST-1098","STO-01","EMP-0103","PROMO-00","Debit Card","95"
"TRN-9737","2023-08-06","CUST-1370","STO-03","EMP-0303","PROMO-00","Mobile Payment","256"
" TRN-9738 ","2025-01-23","CUST-1084","STO-03","EMP-0301","PROMO-01","Cash","289"
"TRN-9739","2026-01-16","CUST-1140","STO-03","EMP-0304","PROMO-01","Mobile Payment","446.25"
"TRN-9740"," 2025-09-02 ","CUST-1333","STO-01","#N/A","PROMO-02","Debit Card","162"
"TRN-9741","2022-09-08","CUST-1021","STO-02","EMP-0204","PROMO-02","Mobile Payment","45"
"TRN-9742","","CUST-1104","STO-04","EMP-0401"," PROMO-00 "," Credit Card ","502"
"TRN-9743","2023-05-01","CUST-1210"," STO-02 ","EMP-0205","PROMO-02","Credit Card","234"
"TRN-9744","2022-01-13","CUST-1232","STO-02","EMP-0204","","Debit Card","165"
"TRN-9745","2025-12-09","CUST-1217","STO-03","EMP-0302","PROMO-01","Debit Card","55.25"
"TRN-9746","2022-05-04","CUST-1244","STO-02","EMP-0203","PROMO-00"," Credit Card ","446"
"TRN-9747","2023-06-16","CUST-1022","STO-01"," EMP-0104 ","PROMO-03","Mobile Payment","673.55"
"TRN-9748","2023-09-04","CUST-1018","STO-01","EMP-0103","PROMO-03","Credit Card",""
"","2023-04-08","CUST-1193","STO-01","EMP-0103","PROMO-01","Mobile Payment","195.5"
"TRN-9750","2025-11-06","CUST-1181","STO-02","EMP-0201","PROMO-00","Debit Card","58"
"TRN-9751","2022-12-20","CUST-1177","STO-04"," EMP-0404 ","PROMO-00","Mobile Payment","464"
"TRN-9752","2022-03-13","CUST-1027","STO-01","EMP-0102","PROMO-00","Credit Card","60"
"TRN-9753","2024-05-26","CUST-1198","STO-04","EMP-0402","PROMO-00","Credit Card","482"
"TRN-9754","#N/A"," CUST-1072 ","STO-03","EMP-0305","PROMO-00","Mobile Payment","165"
"TRN-9755","2026-03-28","CUST-1180","STO-03","EMP-0302","PROMO-00","Credit Card","175"
"TRN-9756","2023-11-14","CUST-1183","STO-02","EMP-0204","PROMO-02","Debit Card","176.4"
"TRN-9757","2025-01-13","CUST-1269","STO-02","EMP-0202","PROMO-01","Debit Card","298.35"
"TRN-9758","2024-05-15","CUST-1321","STO-02","EMP-0205","PROMO-02","Credit Card","351"
"TRN-9759","2025-02-28","CUST-1069","STO-04","EMP-0404","PROMO-03","Cash","156.75"
"TRN-9760","2024-03-13","CUST-1093","STO-02","EMP-0203","PROMO-00","Credit Card","340"
"TRN-9761","#N/A","CUST-1007","STO-01","EMP-0101","PROMO-02","Debit Card","301.5"
"","2026-02-06","CUST-1187","STO-04","","PROMO-02","Cash","603"
"TRN-9763","2022-01-26","CUST-1204","STO-02","EMP-0203","PROMO-00","Credit Card","509"
"TRN-9764","2024-07-25","CUST-1276","STO-04","EMP-0401","PROMO-00","Mobile Payment","70"
"TRN-9765","2022-11-14","","STO-04","EMP-0404","PROMO-00","Debit Card","515"
"TRN-9766","2026-02-01","CUST-1326"," STO-04 ","EMP-0401","PROMO-00","Debit Card","345"
"TRN-9767","2025-03-10","CUST-1296","STO-01","EMP-0104","PROMO-00","Mobile Payment","300"
"TRN-9768"," 2023-08-01 ","CUST-1060","STO-03","EMP-0303","PROMO-00","Credit Card","646"
" TRN-9769 ","2023-07-11","CUST-1013","STO-02","EMP-0201","PROMO-00","Debit Card","310"
"TRN-9770","2025-08-20","CUST-1052","STO-02","EMP-0201","PROMO-00"," Mobile Payment ","600"
"TRN-9771","2023-06-21","CUST-1128","STO-02","EMP-0204","PROMO-00","Credit Card","700"
"TRN-9771","2023-06-21","CUST-1128","STO-02","EMP-0204","PROMO-00","Credit Card","700"
"TRN-9773","2024-03-02","CUST-1130","STO-02","EMP-0205"," PROMO-03 ","Mobile Payment","451.25"
"TRN-9773","2024-03-02","CUST-1130","STO-02","EMP-0205","PROMO-03","Mobile Payment","451.25"
"TRN-9775","2025-08-15","CUST-1250","STO-04","EMP-0402","PROMO-00","Mobile Payment","504"
"","2026-01-25","CUST-1134","STO-04","#N/A","PROMO-00","Debit Card","390"
"TRN-9776","2026-01-25","CUST-1134","STO-04","EMP-0404","PROMO-00","Debit Card","390"
"TRN-9778","2026-03-16"," CUST-1349 ","STO-01","EMP-0101","PROMO-02","Mobile Payment","374.4"
"TRN-9779","2023-03-10","CUST-1208","STO-02","EMP-0205","PROMO-00","Mobile Payment","204"
"TRN-9780"," 2023-03-08 ","CUST-1082","STO-01","EMP-0103","PROMO-00","Mobile Payment",""
"TRN-9781","2023-11-26","CUST-1189","STO-04","EMP-0401","PROMO-00","Debit Card","186"
"TRN-9782","2024-07-02","CUST-1140","","EMP-0401","PROMO-00","Cash","396"
"TRN-9783","2023-08-04","CUST-1222","STO-03","EMP-0302","PROMO-03","Mobile Payment","403.75"
"TRN-9784","2024-05-29","CUST-1109","STO-01","EMP-0104","PROMO-00","Credit Card","165"
"TRN-9785","2025-05-12","CUST-1193","STO-03","EMP-0301","PROMO-02","Debit Card","446.4"
"TRN-9786","2024-12-03","CUST-1169","STO-03","EMP-0302","PROMO-01","Mobile Payment","170"
"TRN-9787","2022-06-21","CUST-1141","STO-02","EMP-0201","PROMO-03","Credit Card","110.2"
"TRN-9788","2022-04-30","CUST-1279","STO-04","EMP-0405","","Debit Card","60"
"TRN-9789","2022-03-07","CUST-1255","STO-02","EMP-0202","PROMO-03","Credit Card","308.75"
"TRN-9790","2024-09-20","CUST-1258","STO-04","EMP-0401","PROMO-00","Mobile Payment","165"
"TRN-9791","2023-01-25","CUST-1006","STO-03","EMP-0301","PROMO-00","Credit Card","255"
"TRN-9792","2023-06-15","CUST-1275","STO-02","EMP-0204","PROMO-02","Credit Card","490.5"
"TRN-9793","2022-07-06","CUST-1247","STO-04","EMP-0405","PROMO-02","Credit Card","373.5"
"TRN-9794","2022-06-12","CUST-1057","STO-04","EMP-0404","PROMO-01","Mobile Payment","522.75"
"TRN-9795","2023-01-18","CUST-1299","STO-03","EMP-0301","PROMO-00","Debit Card","165"
"TRN-9796","2026-03-11","CUST-1378","STO-01","EMP-0105","PROMO-01","Cash","97.75"
"TRN-9797","2022-09-09","CUST-1270","STO-02","EMP-0201","PROMO-00","Credit Card","210"
" TRN-9798 ","2025-01-05","CUST-1033","STO-01","EMP-0103"," PROMO-01 ","Debit Card","272"
"TRN-9799","2023-09-25","CUST-1340","STO-03","EMP-0302","PROMO-00","Debit Card","380"
"TRN-9800","2025-05-23","CUST-1309","STO-03","EMP-0303","PROMO-01","Mobile Payment","72.25"
"TRN-9801"," 2024-04-20 ","CUST-1308","STO-02","EMP-0203","PROMO-00","Debit Card","408"
"TRN-9802"," 2022-10-31 ","CUST-1001","STO-02","EMP-0204","PROMO-03","Cash","402.8"
" TRN-9803 ","2024-07-11","CUST-1090","STO-01","EMP-0104","PROMO-00","#N/A","400"
"TRN-9804","2025-07-01","CUST-1208","STO-02","EMP-0203","PROMO-00","Cash","494"
"TRN-9805","2024-01-24","CUST-1369","STO-03","EMP-0301","PROMO-03","Cash","603.25"
"TRN-9806","2022-07-27","CUST-1030"," STO-04 ","EMP-0404","PROMO-00","Mobile Payment","460"
"TRN-9807","2022-10-13","CUST-1187","STO-04","EMP-0403","PROMO-00","Mobile Payment","549"
"TRN-9808","2024-04-22","CUST-1149","STO-03","EMP-0303","PROMO-02","Cash","526.5"
"TRN-9809","2024-02-20","CUST-1052","STO-02","#N/A","PROMO-00","Cash","415"
"TRN-9810","2026-02-01","CUST-1387","STO-03","EMP-0304","PROMO-00","Mobile Payment","276"
"TRN-9811","2024-03-21","","STO-02","EMP-0201","PROMO-00","Cash","85"
"TRN-9812","2024-08-23","CUST-1376","STO-03","EMP-0304","PROMO-00","Debit Card","95"
"TRN-9813","2022-12-02","CUST-1242","STO-02","EMP-0202","PROMO-00","Credit Card","525"
"TRN-9814","2023-06-28","CUST-1032","STO-02","EMP-0203","PROMO-00","Credit Card","525"
"TRN-9815","2022-11-26","","STO-04","EMP-0405","PROMO-00","Debit Card","343"
"TRN-9816","2023-07-20","CUST-1165","STO-03","EMP-0302","PROMO-00","Credit Card","230"
"TRN-9817","2025-09-08","CUST-1017","STO-02","EMP-0205","PROMO-00","Cash","403"
"TRN-9818","2022-06-05","CUST-1216","STO-03","EMP-0301","PROMO-02","Mobile Payment","535.5"
"TRN-9819","2024-04-16","CUST-1159","STO-01","EMP-0104","PROMO-00"," Mobile Payment ","233"
"TRN-9820","2025-03-25","CUST-1105","STO-04","EMP-0402",""," Mobile Payment ","525"
"TRN-9821"," 2023-05-28 ","CUST-1010","STO-01","EMP-0101","PROMO-03","Credit Card","180.5"
"#N/A","2025-05-17","CUST-1143","STO-02","EMP-0203","PROMO-00","Debit Card","65"
"TRN-9823","2026-02-13","CUST-1314","STO-03","EMP-0304","PROMO-03","Cash","688.75"
"TRN-9824","2023-06-09","CUST-1003","STO-02","EMP-0202","PROMO-00"," Mobile Payment ","370"
"TRN-9825"," 2022-01-28 ","CUST-1084","STO-02","EMP-0202","PROMO-00","Mobile Payment","384"
"TRN-9826","2024-09-12","CUST-1315"," STO-01 ","EMP-0103","PROMO-01","Mobile Payment","306"
"TRN-9827","2024-08-26","CUST-1316","STO-01"," EMP-0102 ","PROMO-03","Debit Card","411.35"
"TRN-9827","2024-08-26","CUST-1316","STO-01","EMP-0102","PROMO-03","Debit Card","411.35"
"TRN-9829","2024-12-16","CUST-1111","STO-03","EMP-0301","PROMO-00","Cash","180"
"TRN-9830","2022-12-06","CUST-1260","STO-04","EMP-0402","PROMO-00","Cash","441"
"TRN-9831"," 2022-06-20 ","CUST-1051","STO-01","EMP-0104","PROMO-01","Debit Card","634.1"
"TRN-9832"," 2023-01-25 ","CUST-1067","STO-01","EMP-0101","PROMO-00","Credit Card","500"
"TRN-9833","2024-11-13","#N/A","STO-04","EMP-0404","PROMO-00","Credit Card","236"
"TRN-9834","2024-06-21","CUST-1327","STO-04","EMP-0405","PROMO-01","Cash","335.75"
"TRN-9835","2022-07-27","CUST-1094","STO-03","EMP-0305","PROMO-00","Credit Card","285"
